***Reduced spectrum of 'HD210684' normalizing: d=0.400 lande=1.200 wl= 596.0 (I norm weight 0.400, V norm weight 286.080)
 221 6
 -200.000000  9.496244e-01  6.170366e-02  2.273347e-02  3.673497e-02  2.858477e-03  3.074079e-02
 -198.180000  8.946776e-01  6.310501e-02 -8.330825e-02  3.924647e-02 -1.828793e-03  3.284248e-02
 -196.360000  9.600963e-01  5.020718e-02  3.520983e-02  2.748459e-02  1.819239e-03  2.299983e-02
 -194.540000  9.114521e-01  6.043713e-02 -2.168608e-02  3.585943e-02  4.198453e-03  3.000812e-02
 -192.720000  9.737005e-01  4.578690e-02  5.082438e-03  2.522481e-02 -3.270075e-03  2.110879e-02
 -190.900000  9.481294e-01  6.232040e-02  4.882255e-02  3.693230e-02 -1.148398e-02  3.090592e-02
 -189.080000  9.322415e-01  5.150253e-02  1.781666e-02  2.954155e-02  1.240839e-02  2.472115e-02
 -187.260000  1.005940e+00  4.651391e-02 -1.384045e-02  2.690417e-02  4.588650e-03  2.251412e-02
 -185.440000  9.920125e-01  4.768115e-02  2.709072e-02  2.746393e-02 -1.395142e-05  2.298254e-02
 -183.620000  9.618105e-01  4.386616e-02 -2.199445e-02  2.539313e-02  2.734574e-03  2.124964e-02
 -181.800000  9.429209e-01  4.965525e-02 -1.341352e-02  2.655462e-02 -3.598581e-03  2.222161e-02
 -179.980000  9.870480e-01  3.972366e-02  1.282854e-02  2.081044e-02  1.310371e-04  1.741473e-02
 -178.160000  9.283909e-01  5.088934e-02  3.120674e-03  2.725127e-02  2.165686e-03  2.280458e-02
 -176.340000  9.670192e-01  4.572488e-02 -2.147130e-03  2.355018e-02 -3.685812e-03  1.970741e-02
 -174.520000  9.662150e-01  4.569883e-02  5.868836e-02  2.299502e-02  1.342411e-04  1.924284e-02
 -172.700000  9.250236e-01  4.391610e-02 -2.201453e-02  2.207058e-02 -5.898748e-03  1.846925e-02
 -170.880000  9.713031e-01  4.445115e-02 -2.117062e-02  2.259069e-02  2.627808e-03  1.890449e-02
 -169.060000  9.441582e-01  4.438633e-02  4.144483e-02  2.317703e-02  3.481620e-03  1.939516e-02
 -167.240000  9.712377e-01  4.711737e-02 -2.612817e-02  2.263988e-02 -2.658406e-03  1.894565e-02
 -165.420000  9.622894e-01  4.565030e-02  4.952510e-02  2.330303e-02 -8.384518e-04  1.950059e-02
 -163.600000  9.477969e-01  4.799841e-02  2.214894e-02  2.423924e-02  2.227725e-03  2.028403e-02
 -161.780000  9.877849e-01  4.526984e-02  7.091295e-03  2.186507e-02  4.326272e-03  1.829727e-02
