403.291000 1.000000e+00 0.000000e+00 0.000000e+00
403.294000 9.109724e-01 -1.601206e-02 -1.327918e-04
403.296000 8.910018e-01 -3.417830e-02 -1.138529e-03
403.299000 9.244664e-01 6.181975e-04 9.601938e-04
403.301000 9.135167e-01 -1.197521e-02 5.374104e-04
403.304000 9.525734e-01 1.033840e-02 -4.607452e-03
403.306000 9.309906e-01 1.681082e-02 -2.722021e-03
403.309000 9.662756e-01 -3.900837e-03 3.800842e-03
403.312000 9.942582e-01 5.220013e-03 -4.172593e-05
403.314000 9.689716e-01 -5.077261e-03 2.432576e-04
403.316000 9.445526e-01 -1.429328e-02 -5.034194e-04
403.319000 9.641610e-01 -2.660600e-03 -1.302826e-03
403.321000 9.530011e-01 3.682353e-04 -6.033098e-05
403.324000 9.442979e-01 -4.462068e-03 -1.546184e-03
403.326000 9.595418e-01 1.039387e-02 -1.614382e-03
403.329000 9.238068e-01 -3.303366e-03 -2.842526e-03
403.332000 9.612693e-01 -1.573135e-02 4.820341e-04
403.334000 9.406453e-01 9.554475e-03 1.149625e-03
403.336000 9.507620e-01 -2.401361e-03 -6.001045e-04
403.339000 9.565865e-01 1.380324e-02 -1.277714e-03
403.341000 9.436734e-01 1.358341e-02 -6.828523e-05
403.344000 9.768438e-01 9.769070e-04 1.528049e-03
403.346000 9.718637e-01 -7.436392e-03 9.141810e-05
403.349000 9.872386e-01 -5.308514e-03 2.507066e-03
403.351000 9.520259e-01 -1.222691e-02 1.122510e-03
403.354000 9.369908e-01 -7.273365e-03 -1.117857e-03
403.356000 9.361390e-01 -2.761825e-03 -2.834496e-03
403.359000 9.708087e-01 -2.426010e-02 -1.664635e-04
403.361000 9.623678e-01 2.847431e-03 1.148934e-03
403.364000 9.359093e-01 -1.498722e-02 -2.735410e-03
403.366000 9.719471e-01 2.627923e-02 -7.295492e-04
403.369000 8.894124e-01 -1.826686e-02 -1.507090e-03
403.371000 9.607920e-01 -6.631911e-03 -5.307447e-04
403.374000 8.903279e-01 -2.243313e-03 1.854569e-03
403.376000 9.169427e-01 6.128420e-03 3.979350e-04
403.379000 9.526715e-01 1.121466e-02 1.636334e-03
403.381000 9.140723e-01 1.205362e-02 -3.795052e-03
403.384000 9.454837e-01 -6.957125e-04 -2.928719e-03
403.386000 9.136527e-01 -2.283264e-03 1.313021e-03
403.389000 9.361927e-01 1.580749e-02 4.261676e-04
403.391000 9.287345e-01 1.211116e-02 -1.193101e-03
403.394000 9.481959e-01 -6.967260e-03 -1.713499e-03
403.396000 9.260464e-01 -6.043815e-03 -2.407436e-03
403.399000 9.603988e-01 1.356338e-03 6.292444e-04
